EventPlayerID,Season,Ast,Block,Foul,Reb,Steal,Turnover,Made,Attempts,Possible
3732,2016,29,6,50,117,18,32,87,219,61
3737,2016,0,1,12,8,3,7,6,18,4
3738,2016,118,1,54,90,41,66,122,337,103
3739,2016,6,14,89,87,4,21,37,69,53
3740,2016,45,19,88,230,18,81,157,289,153
3741,2016,10,32,102,134,8,34,26,58,44
3744,2016,29,5,45,78,24,26,91,264,48
3745,2016,59,2,84,63,56,50,61,139,69
3746,2016,12,1,10,37,7,12,17,63,20
3752,2016,6,12,46,94,6,21,76,221,37
3757,2016,7,5,26,31,0,9,9,23,20
3762,2016,27,12,89,120,11,46,115,303,56
3764,2016,41,2,69,181,5,37,94,222,59
3766,2016,0,1,2,5,1,2,7,23,3
3768,2016,18,25,106,177,15,49,87,175,78
3770,2016,114,0,56,82,23,69,124,318,112
3774,2016,86,26,64,170,18,58,111,279,140
3775,2016,9,3,26,40,5,16,17,91,16
3780,2016,0,2,4,5,1,5,4,13,3
3781,2016,0,0,2,2,0,1,0,2,0
3784,2016,3,0,6,6,3,4,2,10,6
3787,2016,17,31,74,329,4,81,120,208,120
3795,2016,39,3,47,65,5,27,57,142,36
3796,2016,50,2,43,54,22,26,40,131,31
3798,2016,66,20,68,179,25,54,130,303,90
3799,2016,36,19,104,144,14,51,68,167,61
3801,2016,26,33,102,135,13,58,71,148,83
3802,2016,32,28,86,181,9,43,98,181,67
3803,2016,0,0,0,0,0,0,0,0,0
3805,2016,16,4,63,55,11,20,29,50,50
3807,2016,21,5,51,104,18,22,77,180,46
3810,2016,6,5,29,20,4,9,12,23,7
3813,2016,56,21,118,108,25,57,136,277,127
3818,2016,150,10,78,120,48,69,172,416,143
3822,2016,11,1,6,11,1,5,5,13,2
3823,2016,4,0,18,5,3,4,2,7,7
3829,2016,11,17,79,112,4,31,38,85,37
3831,2016,88,13,66,285,30,99,229,399,186
3832,2016,147,3,92,151,48,55,160,398,181
3833,2016,34,22,104,97,25,50,139,362,82
3834,2016,46,14,61,96,18,21,34,91,14
3839,2016,0,1,14,8,0,2,2,5,10
3840,2016,18,6,22,16,12,18,13,46,12
3842,2016,8,13,66,86,10,23,27,75,15
3845,2016,89,1,93,135,29,90,93,231,224
3846,2016,25,59,89,269,9,71,204,417,162
3848,2016,0,0,0,0,0,0,0,0,2
3849,2016,12,23,48,148,3,33,49,101,36
3854,2016,18,10,18,45,2,21,16,29,16
3855,2016,1,0,1,0,0,2,0,2,0
3857,2016,5,3,28,28,5,9,17,56,17
3858,2016,0,0,2,3,0,0,1,8,0
3859,2016,0,0,0,0,0,0,0,0,0
3863,2016,26,15,88,138,23,40,93,171,94
3864,2016,48,8,49,41,19,31,44,74,36
3865,2016,16,0,19,19,10,16,13,28,20
3868,2016,0,0,0,1,1,1,0,2,0
3870,2016,47,10,81,139,23,56,138,324,116
3876,2016,7,4,35,41,10,14,25,70,15
3878,2016,5,24,87,147,21,26,65,111,54
3880,2016,10,5,42,57,10,14,64,162,18
3885,2016,85,13,68,101,37,75,104,252,109
3887,2016,76,1,41,58,24,45,84,222,76
3898,2016,9,1,5,12,1,3,12,30,20
3902,2016,3,0,1,1,1,1,3,4,2
3904,2016,0,0,1,1,3,0,2,4,2
3905,2016,1,2,3,9,0,6,9,19,4
3908,2016,0,2,2,4,0,1,2,3,2
3912,2016,1,0,10,22,0,3,7,14,6
3918,2016,32,5,72,61,8,44,60,147,47
3925,2016,2,1,5,1,0,3,11,27,4
3926,2016,4,0,6,11,0,3,2,10,0
3931,2016,2,0,1,8,3,2,2,6,4
3932,2016,1,0,1,2,1,0,1,4,0
3934,2016,39,35,47,144,20,29,91,146,86
3937,2016,108,12,84,156,36,35,82,192,38
3938,2016,4,8,51,66,1,19,28,54,32
3943,2016,6,3,10,27,4,12,19,32,13
3948,2016,43,0,73,116,16,46,143,339,104
3949,2016,70,9,79,112,31,59,130,275,105
3950,2016,29,6,68,90,18,22,75,193,63
3954,2016,138,10,100,117,43,73,126,289,90
3957,2016,63,31,115,414,21,92,229,378,194
3959,2016,6,0,7,9,1,1,8,13,5
3964,2016,53,28,65,217,13,72,253,513,144
3965,2016,0,1,0,0,0,0,1,1,0
3967,2016,2,1,15,25,8,2,9,23,11
3969,2016,14,4,36,61,22,22,44,150,30
3970,2016,26,7,34,63,8,29,47,112,40
3973,2016,37,1,51,40,20,38,9,39,38
3975,2016,14,6,64,117,19,53,72,157,107
3977,2016,12,4,68,127,11,48,58,148,87
3980,2016,8,3,40,53,3,24,18,69,17
3987,2016,1,0,25,18,3,5,14,34,22
3990,2016,28,8,52,96,18,29,91,214,88
3993,2016,0,2,17,11,0,2,6,16,2
3998,2016,53,1,62,69,37,58,96,240,62
3999,2016,24,2,34,30,12,53,33,100,62
4008,2016,2,9,37,35,4,14,14,27,19
4016,2016,33,21,66,165,24,41,129,306,216
4022,2016,56,4,51,64,19,45,59,132,97
4024,2016,2,0,5,6,1,2,2,13,4
4025,2016,32,5,61,121,4,31,90,207,43
4030,2016,26,0,47,264,16,50,181,309,96
4031,2016,31,14,64,114,10,26,72,170,33
4037,2016,33,0,29,45,17,29,54,145,62
4038,2016,17,7,27,40,7,9,50,121,21
4039,2016,75,12,73,81,29,34,47,120,23
4045,2016,168,2,62,98,43,70,113,275,117
4050,2016,0,3,18,26,0,9,9,22,12
4051,2016,16,13,114,172,19,52,87,186,71
4053,2016,4,1,3,4,0,1,8,27,6
4055,2016,18,36,76,176,12,29,60,121,58
4057,2016,0,4,4,9,0,1,1,12,4
4058,2016,0,6,14,19,3,3,8,17,8
4065,2016,55,4,64,290,16,72,185,325,149
4068,2016,45,3,75,102,18,40,69,178,66
4069,2016,58,1,73,60,23,48,125,356,96
4070,2016,20,2,36,45,10,18,36,115,55
4072,2016,2,0,2,1,1,6,2,6,10
4075,2016,127,3,92,114,48,88,183,499,183
4080,2016,8,0,17,12,5,10,2,8,6
4081,2016,13,1,28,51,6,11,18,50,27
4082,2016,3,1,10,13,2,3,2,9,7
4085,2016,17,43,90,160,3,57,64,138,96
4092,2016,6,6,48,77,11,24,34,69,20
4095,2016,45,15,86,126,23,65,103,247,80
4098,2016,10,3,22,28,1,8,21,54,17
4101,2016,33,2,64,44,14,23,52,137,35
4104,2016,24,2,60,50,20,19,43,99,27
4106,2016,17,2,44,63,13,28,65,173,29
4107,2016,1,0,0,1,0,1,0,5,0
4108,2016,59,1,53,54,33,58,65,202,71
4110,2016,14,8,66,84,10,14,44,107,26
4113,2016,30,1,74,47,21,25,52,118,42
4118,2016,0,0,7,1,1,1,0,1,4
4121,2016,60,1,62,102,29,43,102,250,110
4125,2016,81,6,71,188,34,51,176,400,152
4128,2016,4,2,24,21,3,4,5,9,4
4129,2016,9,20,57,52,6,23,25,42,14
4138,2016,7,2,19,21,7,7,12,21,4
4139,2016,62,42,69,126,14,40,76,124,37
4141,2016,0,1,4,9,0,3,5,10,0
4142,2016,52,32,77,254,12,53,137,272,132
4143,2016,15,17,45,44,5,21,16,35,25
4145,2016,0,0,0,2,0,0,0,0,0
4147,2016,0,0,0,0,0,1,0,0,0
4150,2016,40,8,57,63,12,43,95,239,24
4154,2016,95,1,79,43,20,79,74,212,61
4155,2016,0,0,1,0,0,0,0,0,0
4156,2016,39,3,23,48,17,38,64,184,24
4158,2016,0,0,0,2,0,0,0,0,0
4160,2016,56,20,72,174,31,54,117,219,102
4161,2016,4,2,24,53,0,10,21,56,26
4164,2016,60,17,42,93,19,53,83,182,50
4168,2016,0,0,0,3,0,0,1,2,0
4172,2016,176,6,85,139,66,89,124,320,161
4174,2016,4,0,4,4,1,1,3,6,2
4177,2016,0,0,1,1,0,0,0,2,0
4178,2016,14,0,45,32,9,10,17,46,19
4179,2016,1,0,2,3,1,1,2,8,2
4180,2016,8,0,14,9,4,11,4,20,9
4182,2016,43,0,47,49,25,31,59,135,56
4187,2016,39,39,100,214,20,56,162,303,171
4190,2016,8,34,57,131,8,35,62,123,45
4197,2016,79,4,70,95,52,47,100,214,98
4199,2016,3,0,4,2,1,1,0,7,0
4202,2016,27,12,94,179,9,43,93,184,108
4204,2016,63,18,61,153,33,42,128,283,123
4206,2016,8,0,11,3,0,2,3,9,0
4209,2016,8,3,23,66,3,10,40,74,34
4210,2016,55,39,57,180,39,40,179,307,149
4212,2016,40,1,56,102,12,37,108,258,31
4215,2016,16,6,36,59,13,32,46,136,41
4216,2016,0,0,0,1,0,0,1,3,6
4218,2016,2,0,0,3,0,1,0,0,0
4219,2016,2,0,11,14,3,6,15,31,16
4220,2016,59,6,56,94,29,40,82,206,45
4221,2016,4,2,43,51,5,12,22,56,52
4222,2016,98,3,50,71,46,29,49,132,73
4224,2016,30,1,29,31,10,18,23,60,5
4226,2016,34,2,31,64,14,22,61,133,34
4231,2016,7,4,37,68,10,17,45,90,16
4234,2016,75,7,72,94,31,47,124,237,94
4235,2016,20,1,37,30,13,19,50,101,30
4236,2016,0,0,2,3,0,1,2,2,0
4239,2016,23,13,63,159,18,59,105,204,106
4240,2016,50,3,51,60,24,46,138,341,65
4241,2016,47,3,46,31,27,25,40,113,23
4246,2016,245,17,82,151,55,103,173,440,241
4248,2016,30,39,117,440,33,59,191,286,183
4251,2016,49,17,70,219,19,55,141,330,76
4253,2016,25,2,67,99,17,24,36,73,33
4262,2016,48,8,79,173,30,68,166,401,171
4263,2016,3,4,14,20,2,5,9,18,9
4265,2016,4,13,27,30,3,10,7,20,7
4266,2016,62,3,74,89,20,50,50,123,64
4267,2016,3,2,13,8,3,7,13,33,12
4269,2016,100,5,93,204,31,66,140,303,139
4270,2016,1,1,6,5,0,3,2,5,8
4271,2016,12,0,17,23,5,7,6,24,18
4274,2016,52,6,95,172,37,58,149,336,110
4275,2016,86,20,80,149,38,75,111,265,154
4280,2016,13,21,58,45,10,22,38,59,22
4283,2016,9,2,14,49,13,9,42,88,20
4285,2016,60,1,56,82,23,40,111,279,72
4287,2016,40,29,77,102,10,40,75,173,39
4289,2016,0,0,0,1,0,0,0,1,0
4296,2016,0,0,1,3,0,1,1,3,0
4298,2016,0,0,6,10,1,2,4,14,8
4301,2016,0,0,0,4,0,0,1,4,3
4303,2016,91,0,74,93,40,36,71,259,85
4306,2016,23,1,26,30,18,22,42,117,15
4310,2016,29,14,61,151,19,18,67,131,19
4317,2016,39,6,61,211,20,32,158,313,63
4320,2016,9,4,21,36,5,11,11,31,0
4324,2016,38,5,53,57,30,35,148,336,94
4330,2016,87,1,49,78,22,48,93,232,88
4331,2016,7,28,79,118,9,31,77,136,68
4333,2016,14,19,61,86,12,23,28,64,27
4334,2016,2,18,39,50,4,5,11,18,22
4335,2016,48,20,78,178,29,50,146,309,181
4336,2016,106,3,63,74,29,49,95,207,59
4337,2016,4,0,2,2,0,0,2,6,2
4340,2016,9,2,16,26,6,9,22,47,24
4342,2016,10,0,18,20,1,5,14,38,3
4346,2016,0,0,1,2,0,1,1,2,0
4349,2016,20,0,44,30,8,18,50,124,16
4352,2016,42,3,44,148,16,61,79,165,88
4353,2016,28,0,66,76,11,35,49,117,57
4357,2016,17,10,47,74,6,15,42,109,44
4359,2016,1,0,0,2,1,2,1,6,0
4361,2016,1,0,7,12,2,2,12,29,14
4362,2016,18,21,64,106,3,31,85,137,40
4366,2016,49,12,51,120,24,48,101,239,49
4370,2016,9,5,65,114,9,21,17,38,31
4371,2016,9,0,8,12,5,13,6,18,6
4372,2016,105,1,61,127,32,102,134,283,283
4373,2016,25,1,43,26,10,30,21,45,46
4374,2016,13,40,43,75,7,12,25,37,16
4380,2016,13,6,54,60,4,18,38,75,39
4381,2016,29,0,43,53,11,30,69,183,22
4382,2016,0,0,0,0,0,1,0,2,0
4388,2016,11,3,58,72,13,26,37,97,59
4391,2016,17,36,82,255,11,63,94,183,140
4395,2016,54,5,53,132,32,72,99,273,103
4400,2016,0,4,23,18,3,5,10,11,7
4406,2016,33,1,32,22,7,37,36,107,8
4407,2016,6,3,48,74,11,13,24,46,19
4409,2016,1,2,31,24,5,7,8,19,14
4410,2016,0,3,1,6,0,2,2,8,4
4412,2016,1,0,2,1,0,1,0,1,2
4413,2016,1,4,35,61,5,10,30,80,22
4414,2016,5,1,14,18,3,11,21,45,10
4415,2016,21,1,55,86,21,24,42,112,46
4421,2016,1,0,4,1,0,0,0,2,0
4422,2016,0,0,2,3,0,0,1,2,2
4423,2016,13,20,87,169,16,46,69,183,95
4432,2016,46,7,61,95,19,55,101,256,116
4433,2016,9,22,46,100,6,27,57,104,78
4437,2016,13,4,84,123,12,50,43,107,62
4439,2016,26,3,35,33,8,41,26,65,37
4443,2016,21,2,80,115,18,46,78,166,102
4444,2016,0,0,12,17,3,3,2,11,8
4447,2016,47,15,76,91,30,51,111,275,134
4448,2016,98,5,72,142,29,72,66,131,73
4449,2016,26,10,59,100,6,29,34,97,30
4452,2016,56,1,61,51,14,46,70,185,28
4453,2016,13,8,84,124,8,34,85,170,52
4456,2016,2,0,9,5,1,2,9,19,7
4459,2016,2,1,5,11,1,2,2,10,5
4461,2016,1,0,7,3,3,2,2,8,3
4463,2016,10,5,31,60,9,16,62,160,12
4466,2016,13,2,23,36,18,35,61,156,54
4469,2016,6,2,17,38,4,7,15,31,21
4471,2016,29,32,87,133,9,33,73,136,37
4475,2016,4,5,28,67,1,9,22,64,16
4477,2016,35,3,84,105,56,73,142,272,131
4482,2016,3,1,19,26,3,10,26,68,4
4483,2016,0,0,0,1,0,0,0,0,0
4484,2016,10,0,12,12,4,10,15,48,6
4487,2016,4,1,31,25,4,6,6,17,10
4491,2016,149,3,72,107,65,102,163,411,218
4499,2016,60,4,58,158,18,40,74,146,68
4505,2016,33,2,39,27,13,37,37,108,25
4507,2016,52,9,74,196,32,116,184,496,250
4511,2016,9,1,17,14,6,15,6,29,11
4517,2016,15,0,24,23,2,16,26,77,27
4519,2016,10,4,17,26,6,17,14,55,30
4521,2016,4,92,78,184,15,35,100,208,105
4526,2016,16,4,32,33,6,13,29,80,8
4527,2016,6,2,21,34,5,7,8,29,18
4528,2016,6,12,59,54,4,18,21,59,26
4530,2016,88,16,103,109,21,38,49,140,57
4532,2016,9,0,57,78,7,31,36,82,47
4534,2016,22,4,50,163,21,41,66,144,55
4537,2016,20,0,34,43,13,7,14,43,11
4539,2016,4,2,23,31,2,5,15,36,2
4553,2016,112,15,88,223,42,75,192,440,235
4556,2016,14,3,47,28,12,7,31,95,23
4560,2016,0,0,1,0,0,1,1,1,2
4562,2016,19,16,64,118,13,39,124,220,46
4564,2016,48,5,64,139,41,45,155,362,63
4570,2016,75,3,39,39,12,24,18,49,27
4572,2016,2,5,18,68,2,10,35,74,55
4577,2016,55,13,61,153,30,84,152,356,155
4578,2016,19,10,61,134,16,37,60,148,40
4585,2016,4,0,1,3,2,4,2,11,5
4588,2016,14,4,25,42,8,16,37,78,21
4590,2016,33,23,80,180,22,40,120,294,39
4597,2016,112,3,64,82,53,61,109,279,114
4601,2016,24,0,40,54,11,11,44,119,4
4602,2016,56,18,111,148,20,69,114,263,117
4603,2016,2,10,12,22,0,4,5,12,10
4606,2016,1,0,3,0,0,1,2,2,2
4610,2016,57,11,81,57,33,32,62,153,19
4612,2016,0,1,11,9,2,1,4,11,4
4613,2016,112,0,60,90,38,62,83,183,61
4619,2016,24,2,46,51,9,27,30,105,29
4625,2016,54,5,66,100,11,48,96,220,76
4629,2016,55,1,65,150,26,37,136,283,90
4631,2016,4,0,6,6,0,3,3,10,2
4632,2016,22,29,50,155,25,27,79,185,57
4633,2016,4,5,16,16,6,7,6,13,7
4641,2016,9,14,77,61,9,23,40,89,56
4644,2016,40,1,40,34,20,50,85,218,81
4648,2016,18,26,53,90,27,28,66,116,42
4650,2016,25,16,75,158,29,39,113,219,44
4652,2016,22,5,19,54,16,25,73,152,27
4653,2016,34,32,100,202,17,58,157,230,136
4654,2016,1,0,11,10,1,1,5,9,1
4657,2016,195,1,58,133,38,88,196,428,164
4663,2016,60,10,99,109,28,37,65,144,19
4667,2016,94,5,53,100,19,51,84,187,36
4674,2016,5,11,41,64,9,15,21,41,30
4677,2016,6,0,17,15,7,4,4,13,3
4679,2016,0,0,2,5,2,1,1,3,2
4683,2016,0,0,0,2,0,0,1,2,2
4684,2016,1,0,0,0,0,1,0,0,0
4686,2016,70,28,77,204,39,93,163,318,162
4687,2016,29,3,44,57,7,17,72,172,21
4688,2016,0,0,0,0,0,0,0,0,0
4695,2016,86,9,75,146,30,106,132,359,250
4696,2016,12,17,80,50,6,20,48,113,31
4697,2016,10,1,38,37,10,24,17,56,10
4699,2016,84,1,63,189,31,44,57,129,82
4705,2016,26,5,50,67,14,21,30,80,62
4713,2016,2,4,87,132,5,33,55,115,63
4716,2016,9,2,27,14,9,16,8,24,6
4717,2016,6,0,12,10,1,1,9,34,5
4718,2016,6,22,50,84,5,8,26,54,38
4719,2016,42,7,52,131,39,57,156,388,93
4720,2016,57,7,99,160,35,50,108,292,102
4722,2016,12,11,88,97,7,38,75,208,55
4724,2016,6,0,7,17,4,6,9,28,9
4726,2016,4,1,5,6,2,5,1,10,0
4728,2016,1,16,62,79,7,19,35,66,22
4729,2016,11,0,3,7,4,3,9,24,2
4736,2016,173,14,61,141,44,101,190,439,189
4739,2016,3,1,12,18,1,3,2,7,5
4745,2016,22,2,35,44,22,19,35,75,11
4747,2016,54,6,68,105,34,49,128,270,67
4748,2016,86,0,64,62,33,32,57,135,24
4750,2016,0,0,2,2,1,0,1,7,0
4751,2016,5,5,14,20,9,8,25,74,4
4763,2016,11,18,118,198,14,66,167,325,180
4764,2016,2,0,2,1,0,0,0,3,0
4765,2016,63,17,93,228,27,45,151,349,52
4769,2016,18,19,50,88,24,18,63,126,17
4771,2016,125,6,75,89,32,51,110,253,90
4776,2016,12,0,21,18,5,11,28,61,10
4777,2016,11,1,6,9,0,9,8,22,10
4779,2016,209,5,73,107,46,65,93,240,95
4781,2016,47,1,79,116,41,48,178,412,119
4792,2016,3,0,0,1,0,0,1,4,1
4793,2016,1,0,1,4,0,0,0,4,0
4795,2016,27,12,42,123,16,26,71,169,60
4796,2016,0,1,5,2,2,0,4,7,2
4797,2016,36,86,52,211,33,42,223,501,160
4798,2016,6,14,52,87,9,12,32,48,37
4802,2016,30,10,86,283,15,46,95,173,94
4803,2016,6,0,11,17,4,5,9,26,0
4829,2016,28,55,73,282,16,47,147,243,114
4830,2016,15,2,16,23,5,17,37,87,10
4831,2016,241,9,55,138,62,57,188,386,96
4832,2016,54,23,98,174,37,79,161,337,106
4833,2016,0,0,1,1,0,3,1,2,0
4834,2016,117,22,112,218,31,92,283,518,119
4840,2016,61,8,73,155,29,42,129,293,41
4846,2016,75,4,72,121,16,74,107,282,92
4847,2016,26,37,96,131,7,52,57,126,21
4852,2016,76,3,46,59,16,38,93,195,48
4859,2016,1,0,6,3,0,2,5,14,2
4863,2016,86,9,78,306,66,47,153,268,119
4864,2016,119,1,45,68,29,71,191,424,149
4869,2016,0,0,2,1,0,0,0,0,0
4870,2016,0,0,3,4,0,1,4,7,0
4871,2016,37,16,84,155,18,41,117,226,124
4873,2016,11,3,32,30,6,8,25,83,13
4876,2016,22,14,52,109,9,25,88,202,40
4877,2016,10,18,41,50,4,25,13,58,22
4881,2016,27,2,72,96,13,33,49,149,49
4882,2016,47,28,73,159,49,57,93,214,93
4885,2016,33,10,67,110,12,30,53,140,31
4886,2016,65,1,92,65,28,95,161,377,146
4889,2016,14,6,66,84,10,16,49,94,41
4891,2016,35,2,47,51,30,41,48,128,39
4892,2016,0,2,6,3,1,4,4,14,3
4906,2016,62,8,69,184,31,55,124,256,72
4907,2016,10,11,100,173,12,34,95,215,30
4909,2016,44,3,42,44,20,35,75,198,69
4912,2016,0,0,0,1,0,1,0,3,0
4914,2016,0,0,4,4,0,0,4,12,1
4920,2016,16,9,70,104,10,25,76,168,48
4923,2016,28,16,103,121,5,50,46,118,43
4926,2016,27,2,35,46,11,16,49,170,2
4931,2016,64,21,84,202,62,68,150,428,101
4937,2016,0,2,0,2,0,0,0,1,0
4938,2016,87,13,77,168,46,66,138,373,137
4942,2016,0,0,0,0,0,0,0,0,0
4947,2016,0,0,0,0,0,0,0,0,0
4949,2016,0,1,0,2,0,0,0,1,0
4952,2016,40,21,93,180,15,37,109,231,34
4956,2016,3,5,45,25,16,10,10,24,15
4961,2016,82,1,102,72,34,56,75,190,52
4963,2016,3,3,35,31,7,14,27,80,16
4967,2016,0,0,3,1,0,0,0,1,0
4968,2016,0,0,7,0,0,0,1,1,0
4975,2016,72,24,99,265,60,77,174,341,204
4976,2016,20,2,34,117,8,26,88,204,49
4977,2016,6,5,25,54,6,6,10,21,3
4978,2016,108,5,69,134,26,76,225,492,103
4980,2016,1,6,24,34,1,4,6,13,24
4981,2016,3,0,5,11,1,2,6,20,4
4984,2016,20,23,75,117,25,28,45,104,54
4987,2016,3,5,45,53,3,16,68,152,19
4989,2016,7,1,55,82,7,11,20,45,19
4990,2016,71,0,82,88,42,40,52,155,44
4999,2016,40,9,61,114,26,46,88,195,131
5000,2016,1,0,3,5,1,1,1,5,0
5007,2016,21,4,18,15,5,9,3,9,8
5013,2016,36,14,62,153,20,48,141,341,113
5016,2016,2,1,27,16,2,5,1,6,6
5017,2016,5,1,8,8,3,6,12,33,1
5018,2016,28,1,32,36,14,25,39,112,12
5022,2016,6,39,70,99,7,14,41,76,31
5025,2016,78,9,68,59,17,53,110,270,83
5027,2016,17,4,48,70,13,11,78,186,30
5041,2016,2,10,20,16,1,5,14,34,10
5043,2016,0,0,0,1,0,0,0,4,0
5053,2016,12,1,63,45,2,12,35,97,8
5054,2016,100,3,68,109,30,53,84,221,61
5055,2016,39,1,68,63,21,51,80,230,114
5057,2016,13,8,65,163,11,42,65,165,94
5061,2016,39,9,79,174,21,42,107,265,74
5062,2016,6,5,28,81,4,26,87,175,21
5063,2016,111,12,64,126,31,46,165,376,173
5064,2016,22,39,83,200,10,66,112,206,101
5066,2016,26,3,40,79,8,17,50,121,51
5072,2016,3,0,5,5,1,3,0,13,1
5073,2016,60,4,29,121,15,35,76,225,56
5075,2016,3,3,13,28,1,4,9,22,12
5076,2016,50,2,68,40,17,31,62,143,29
5077,2016,12,4,19,18,7,6,14,28,27
5084,2016,0,0,3,1,0,0,1,1,0
5085,2016,22,2,73,111,12,38,37,74,61
5091,2016,28,6,97,136,7,43,72,141,56
5101,2016,1,23,38,68,7,17,33,58,27
5103,2016,48,19,62,214,18,56,233,438,171
5106,2016,137,5,80,124,53,64,138,303,90
5107,2016,25,1,32,63,9,28,44,84,50
5114,2016,17,26,93,231,15,35,70,111,83
5116,2016,1,0,5,4,4,2,2,5,0
5117,2016,168,3,84,156,49,71,150,348,181
5119,2016,11,21,39,59,12,7,20,52,15
5121,2016,29,5,40,44,11,25,61,137,25
5122,2016,58,2,44,78,10,51,107,272,61
5125,2016,93,10,76,126,27,67,182,388,115
5126,2016,3,0,4,1,1,7,1,5,1
5129,2016,18,30,87,116,21,40,39,75,40
5131,2016,6,1,6,3,3,4,11,20,6
5132,2016,0,0,1,2,0,1,1,1,2
5134,2016,50,3,65,92,40,50,100,287,63
5135,2016,13,3,70,67,8,20,21,55,44
5137,2016,92,16,73,196,58,72,145,328,130
5138,2016,49,1,44,64,16,31,36,94,34
5140,2016,1,1,4,1,1,1,3,12,2
5144,2016,22,12,82,146,16,50,74,182,63
5145,2016,123,8,78,150,44,95,140,293,156
5146,2016,9,29,86,166,23,52,107,176,122
5157,2016,4,1,22,7,3,2,4,10,6
5159,2016,1,0,0,1,0,0,0,4,2
5163,2016,57,0,49,58,20,44,62,170,54
5166,2016,37,17,88,168,20,31,111,256,122
5171,2016,0,0,1,2,0,1,2,9,0
5174,2016,71,0,60,109,33,75,202,482,117
5175,2016,0,0,2,3,1,1,2,8,1
5178,2016,27,3,45,40,19,42,39,84,45
5179,2016,25,12,47,133,16,29,75,199,32
5182,2016,19,1,24,31,11,19,5,20,12
5184,2016,5,2,13,12,1,6,10,24,2
5186,2016,26,21,74,99,8,15,45,110,26
5187,2016,1,17,40,58,3,10,20,34,32
5192,2016,34,6,53,51,14,33,49,143,11
5194,2016,53,26,95,120,21,49,77,163,65
5195,2016,0,0,0,0,0,0,0,1,0
5199,2016,22,13,55,98,35,32,64,157,53
5200,2016,80,5,94,166,42,76,204,427,146
5206,2016,25,15,79,182,22,30,82,155,109
5211,2016,22,2,16,13,7,13,7,32,4
5212,2016,47,2,34,45,16,35,35,96,15
5215,2016,47,2,70,92,31,40,62,161,54
5216,2016,0,10,28,45,2,19,24,45,20
5221,2016,21,2,44,93,28,27,67,142,43
5222,2016,0,0,0,1,1,0,0,2,0
5225,2016,78,18,91,263,19,97,207,432,138
5226,2016,12,4,53,47,4,21,48,157,45
5230,2016,5,7,29,48,0,6,15,49,14
5235,2016,23,13,82,173,16,43,81,188,106
5238,2016,57,1,57,67,20,40,86,186,81
5241,2016,18,54,73,197,7,24,95,150,96
5242,2016,81,1,76,68,20,49,123,330,147
5245,2016,17,0,26,44,13,23,53,143,43
5246,2016,13,17,46,106,7,29,73,143,17
5253,2016,107,5,100,181,35,66,132,301,124
5256,2016,0,0,1,0,0,1,0,2,2
5258,2016,0,0,0,6,0,1,0,1,2
5266,2016,13,3,30,22,6,6,17,46,25
5268,2016,2,16,46,56,2,10,16,41,15
5273,2016,11,59,110,113,9,33,98,190,62
5275,2016,11,59,110,216,12,35,102,150,62
5279,2016,13,6,33,59,15,19,23,52,34
5282,2016,8,0,6,27,1,2,4,20,2
5283,2016,79,11,77,186,35,84,244,538,152
5284,2016,10,22,113,187,19,37,119,198,102
5289,2016,6,5,20,57,6,17,39,70,50
5290,2016,246,4,66,105,51,69,192,442,195
5293,2016,12,24,55,127,21,22,81,168,36
5298,2016,17,4,35,78,12,22,29,51,24
5299,2016,153,5,102,82,48,77,54,157,65
5303,2016,0,0,0,0,0,0,1,2,0
5305,2016,7,4,28,29,3,8,23,69,13
5312,2016,96,4,52,53,29,40,47,127,37
5313,2016,1,0,3,1,1,0,1,5,4
5314,2016,3,2,6,11,1,3,3,13,2
5315,2016,30,3,56,83,32,59,116,296,95
5320,2016,87,12,65,166,32,99,188,486,161
5321,2016,37,10,85,108,57,53,124,321,104
5322,2016,16,9,40,39,6,26,47,74,35
5323,2016,91,0,74,112,39,66,89,272,62
5324,2016,99,3,84,66,37,40,57,196,54
5326,2016,19,42,98,205,12,42,97,155,49
5330,2016,2,5,26,28,3,2,9,24,8
5331,2016,56,3,39,75,19,58,108,281,84
5333,2016,12,8,40,35,13,23,30,57,38
5335,2016,5,10,75,93,13,19,36,63,8
5343,2016,40,14,85,148,11,53,150,302,130
5344,2016,115,1,64,58,24,60,127,337,120
5345,2016,0,1,0,1,0,0,1,5,0
5346,2016,13,7,40,76,7,19,20,42,6
5348,2016,1,0,2,1,0,4,1,6,0
5354,2016,48,3,60,100,33,29,64,162,30
5355,2016,63,5,50,84,26,33,120,258,50
5356,2016,23,1,37,37,10,18,9,35,15
5362,2016,38,11,73,114,12,64,83,169,62
5366,2016,101,0,66,55,27,61,79,184,70
5367,2016,8,0,21,25,8,9,12,38,5
5370,2016,22,28,79,102,13,57,76,163,73
5371,2016,41,7,44,67,23,39,41,122,102
5376,2016,60,0,48,68,19,46,109,278,93
5377,2016,4,7,53,59,7,26,29,63,33
5379,2016,2,0,1,11,0,4,3,16,6
5383,2016,1,2,8,4,1,1,2,3,2
5384,2016,31,1,22,26,14,26,23,53,10
5386,2016,22,2,49,23,15,33,34,96,53
5387,2016,0,12,14,14,2,5,2,12,8
5388,2016,32,0,39,74,16,42,56,161,62
5389,2016,31,3,61,109,19,19,52,101,65
5393,2016,17,11,67,150,15,29,70,134,76
5394,2016,28,4,54,87,10,26,67,169,37
5397,2016,15,0,10,12,2,8,8,25,11
