PlayerID,Season,Ast,Blk,Foul,Reb,Stl,TO,FGM,FGA,FTM,FTA
4267,2016,3.0,2.0,13.0,8.0,3.0,7.0,13.0,33.0,6.0,12.0
4269,2016,100.0,5.0,93.0,204.0,31.0,66.0,140.0,303.0,86.0,139.0
4270,2016,1.0,1.0,6.0,5.0,0.0,3.0,2.0,5.0,2.0,8.0
4271,2016,12.0,0.0,17.0,23.0,5.0,7.0,6.0,24.0,11.0,18.0
4274,2016,52.0,6.0,95.0,172.0,37.0,58.0,149.0,336.0,74.0,110.0
4275,2016,86.0,20.0,80.0,149.0,38.0,75.0,111.0,265.0,122.0,154.0
4280,2016,13.0,21.0,58.0,45.0,10.0,22.0,38.0,59.0,7.0,22.0
4283,2016,9.0,2.0,14.0,49.0,13.0,9.0,42.0,88.0,6.0,20.0
4285,2016,60.0,1.0,56.0,82.0,23.0,40.0,111.0,279.0,56.0,72.0
4287,2016,40.0,29.0,77.0,102.0,10.0,40.0,75.0,173.0,27.0,39.0
4289,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4296,2016,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0
4298,2016,0.0,0.0,6.0,10.0,1.0,2.0,4.0,14.0,2.0,8.0
4301,2016,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,3.0
4303,2016,91.0,0.0,74.0,93.0,40.0,36.0,71.0,259.0,68.0,85.0
4306,2016,23.0,1.0,26.0,30.0,18.0,22.0,42.0,117.0,11.0,15.0
4310,2016,29.0,14.0,61.0,151.0,19.0,18.0,67.0,131.0,10.0,19.0
4317,2016,39.0,6.0,61.0,211.0,20.0,32.0,158.0,313.0,53.0,63.0
4320,2016,9.0,4.0,21.0,36.0,5.0,11.0,11.0,31.0,0.0,0.0
4324,2016,38.0,5.0,53.0,57.0,30.0,35.0,148.0,336.0,65.0,94.0
4330,2016,87.0,1.0,49.0,78.0,22.0,48.0,93.0,232.0,70.0,88.0
4331,2016,7.0,28.0,79.0,118.0,9.0,31.0,77.0,136.0,34.0,68.0
4333,2016,14.0,19.0,61.0,86.0,12.0,23.0,28.0,64.0,18.0,27.0
4334,2016,2.0,18.0,39.0,50.0,4.0,5.0,11.0,18.0,11.0,22.0
4335,2016,48.0,20.0,78.0,178.0,29.0,50.0,146.0,309.0,135.0,181.0
4336,2016,106.0,3.0,63.0,74.0,29.0,49.0,95.0,207.0,41.0,59.0
4337,2016,4.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,1.0,2.0
4340,2016,9.0,2.0,16.0,26.0,6.0,9.0,22.0,47.0,18.0,24.0
4342,2016,10.0,0.0,18.0,20.0,1.0,5.0,14.0,38.0,1.0,3.0
4346,2016,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0
4349,2016,20.0,0.0,44.0,30.0,8.0,18.0,50.0,124.0,11.0,16.0
4352,2016,42.0,3.0,44.0,148.0,16.0,61.0,79.0,165.0,63.0,88.0
4353,2016,28.0,0.0,66.0,76.0,11.0,35.0,49.0,117.0,35.0,57.0
4357,2016,17.0,10.0,47.0,74.0,6.0,15.0,42.0,109.0,39.0,44.0
4359,2016,1.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0
4361,2016,1.0,0.0,7.0,12.0,2.0,2.0,12.0,29.0,11.0,14.0
4362,2016,18.0,21.0,64.0,106.0,3.0,31.0,85.0,137.0,23.0,40.0
4366,2016,49.0,12.0,51.0,120.0,24.0,48.0,101.0,239.0,28.0,49.0
4370,2016,9.0,5.0,65.0,114.0,9.0,21.0,17.0,38.0,13.0,31.0
4371,2016,9.0,0.0,8.0,12.0,5.0,13.0,6.0,18.0,2.0,6.0
4372,2016,105.0,1.0,61.0,127.0,32.0,102.0,134.0,283.0,236.0,283.0
4373,2016,25.0,1.0,43.0,26.0,10.0,30.0,21.0,45.0,22.0,46.0
4374,2016,13.0,40.0,43.0,75.0,7.0,12.0,25.0,37.0,9.0,16.0
4380,2016,13.0,6.0,54.0,60.0,4.0,18.0,38.0,75.0,26.0,39.0
4381,2016,29.0,0.0,43.0,53.0,11.0,30.0,69.0,183.0,19.0,22.0
4382,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
4388,2016,11.0,3.0,58.0,72.0,13.0,26.0,37.0,97.0,49.0,59.0
4391,2016,17.0,36.0,82.0,255.0,11.0,63.0,94.0,183.0,78.0,140.0
4395,2016,54.0,5.0,53.0,132.0,32.0,72.0,99.0,273.0,75.0,103.0
4400,2016,0.0,4.0,23.0,18.0,3.0,5.0,10.0,11.0,2.0,7.0
4406,2016,33.0,1.0,32.0,22.0,7.0,37.0,36.0,107.0,5.0,8.0
4407,2016,6.0,3.0,48.0,74.0,11.0,13.0,24.0,46.0,6.0,19.0
4409,2016,1.0,2.0,31.0,24.0,5.0,7.0,8.0,19.0,8.0,14.0
4410,2016,0.0,3.0,1.0,6.0,0.0,2.0,2.0,8.0,3.0,4.0
4412,2016,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0
4413,2016,1.0,4.0,35.0,61.0,5.0,10.0,30.0,80.0,13.0,22.0
4414,2016,5.0,1.0,14.0,18.0,3.0,11.0,21.0,45.0,9.0,10.0
4415,2016,21.0,1.0,55.0,86.0,21.0,24.0,42.0,112.0,33.0,46.0
4421,2016,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
4422,2016,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0
4423,2016,13.0,20.0,87.0,169.0,16.0,46.0,69.0,183.0,66.0,95.0
4432,2016,46.0,7.0,61.0,95.0,19.0,55.0,101.0,256.0,96.0,116.0
4433,2016,9.0,22.0,46.0,100.0,6.0,27.0,57.0,104.0,52.0,78.0
4437,2016,13.0,4.0,84.0,123.0,12.0,50.0,43.0,107.0,40.0,62.0
4439,2016,26.0,3.0,35.0,33.0,8.0,41.0,26.0,65.0,23.0,37.0
4443,2016,21.0,2.0,80.0,115.0,18.0,46.0,78.0,166.0,60.0,102.0
4444,2016,0.0,0.0,12.0,17.0,3.0,3.0,2.0,11.0,4.0,8.0
4447,2016,47.0,15.0,76.0,91.0,30.0,51.0,111.0,275.0,114.0,134.0
4448,2016,98.0,5.0,72.0,142.0,29.0,72.0,66.0,131.0,52.0,73.0
4449,2016,26.0,10.0,59.0,100.0,6.0,29.0,34.0,97.0,13.0,30.0
4452,2016,56.0,1.0,61.0,51.0,14.0,46.0,70.0,185.0,23.0,28.0
4453,2016,13.0,8.0,84.0,124.0,8.0,34.0,85.0,170.0,39.0,52.0
4456,2016,2.0,0.0,9.0,5.0,1.0,2.0,9.0,19.0,5.0,7.0
4459,2016,2.0,1.0,5.0,11.0,1.0,2.0,2.0,10.0,2.0,5.0
4461,2016,1.0,0.0,7.0,3.0,3.0,2.0,2.0,8.0,2.0,3.0
4463,2016,10.0,5.0,31.0,60.0,9.0,16.0,62.0,160.0,9.0,12.0
4466,2016,13.0,2.0,23.0,36.0,18.0,35.0,61.0,156.0,39.0,54.0
4469,2016,6.0,2.0,17.0,38.0,4.0,7.0,15.0,31.0,10.0,21.0
4471,2016,29.0,32.0,87.0,133.0,9.0,33.0,73.0,136.0,23.0,37.0
4475,2016,4.0,5.0,28.0,67.0,1.0,9.0,22.0,64.0,9.0,16.0
4477,2016,35.0,3.0,84.0,105.0,56.0,73.0,142.0,272.0,93.0,131.0
4482,2016,3.0,1.0,19.0,26.0,3.0,10.0,26.0,68.0,2.0,4.0
4483,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4484,2016,10.0,0.0,12.0,12.0,4.0,10.0,15.0,48.0,6.0,6.0
4487,2016,4.0,1.0,31.0,25.0,4.0,6.0,6.0,17.0,7.0,10.0
4491,2016,149.0,3.0,72.0,107.0,65.0,102.0,163.0,411.0,188.0,218.0
4499,2016,60.0,4.0,58.0,158.0,18.0,40.0,74.0,146.0,43.0,68.0
4505,2016,33.0,2.0,39.0,27.0,13.0,37.0,37.0,108.0,18.0,25.0
4507,2016,52.0,9.0,74.0,196.0,32.0,116.0,184.0,496.0,165.0,250.0
4511,2016,9.0,1.0,17.0,14.0,6.0,15.0,6.0,29.0,6.0,11.0
4517,2016,15.0,0.0,24.0,23.0,2.0,16.0,26.0,77.0,16.0,27.0
4519,2016,10.0,4.0,17.0,26.0,6.0,17.0,14.0,55.0,20.0,30.0
4521,2016,4.0,92.0,78.0,184.0,15.0,35.0,100.0,208.0,50.0,105.0
4526,2016,16.0,4.0,32.0,33.0,6.0,13.0,29.0,80.0,4.0,8.0
4527,2016,6.0,2.0,21.0,34.0,5.0,7.0,8.0,29.0,13.0,18.0
4528,2016,6.0,12.0,59.0,54.0,4.0,18.0,21.0,59.0,16.0,26.0
4530,2016,88.0,16.0,103.0,109.0,21.0,38.0,49.0,140.0,32.0,57.0
4532,2016,9.0,0.0,57.0,78.0,7.0,31.0,36.0,82.0,33.0,47.0
4534,2016,22.0,4.0,50.0,163.0,21.0,41.0,66.0,144.0,33.0,55.0
4537,2016,20.0,0.0,34.0,43.0,13.0,7.0,14.0,43.0,7.0,11.0
4539,2016,4.0,2.0,23.0,31.0,2.0,5.0,15.0,36.0,1.0,2.0
4553,2016,112.0,15.0,88.0,223.0,42.0,75.0,192.0,440.0,193.0,235.0
4556,2016,14.0,3.0,47.0,28.0,12.0,7.0,31.0,95.0,19.0,23.0
4560,2016,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
4562,2016,19.0,16.0,64.0,118.0,13.0,39.0,124.0,220.0,34.0,46.0
4564,2016,48.0,5.0,64.0,139.0,41.0,45.0,155.0,362.0,50.0,63.0
4570,2016,75.0,3.0,39.0,39.0,12.0,24.0,18.0,49.0,17.0,27.0
4572,2016,2.0,5.0,18.0,68.0,2.0,10.0,35.0,74.0,33.0,55.0
4577,2016,55.0,13.0,61.0,153.0,30.0,84.0,152.0,356.0,111.0,155.0
4578,2016,19.0,10.0,61.0,134.0,16.0,37.0,60.0,148.0,18.0,40.0
4585,2016,4.0,0.0,1.0,3.0,2.0,4.0,2.0,11.0,2.0,5.0
4588,2016,14.0,4.0,25.0,42.0,8.0,16.0,37.0,78.0,10.0,21.0
4590,2016,33.0,23.0,80.0,180.0,22.0,40.0,120.0,294.0,28.0,39.0
4597,2016,112.0,3.0,64.0,82.0,53.0,61.0,109.0,279.0,90.0,114.0
4601,2016,24.0,0.0,40.0,54.0,11.0,11.0,44.0,119.0,2.0,4.0
4602,2016,56.0,18.0,111.0,148.0,20.0,69.0,114.0,263.0,78.0,117.0
4603,2016,2.0,10.0,12.0,22.0,0.0,4.0,5.0,12.0,2.0,10.0
4606,2016,1.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
4610,2016,57.0,11.0,81.0,57.0,33.0,32.0,62.0,153.0,11.0,19.0
4612,2016,0.0,1.0,11.0,9.0,2.0,1.0,4.0,11.0,1.0,4.0
4613,2016,112.0,0.0,60.0,90.0,38.0,62.0,83.0,183.0,44.0,61.0
4619,2016,24.0,2.0,46.0,51.0,9.0,27.0,30.0,105.0,19.0,29.0
4625,2016,54.0,5.0,66.0,100.0,11.0,48.0,96.0,220.0,63.0,76.0
4629,2016,55.0,1.0,65.0,150.0,26.0,37.0,136.0,283.0,64.0,90.0
4631,2016,4.0,0.0,6.0,6.0,0.0,3.0,3.0,10.0,1.0,2.0
4632,2016,22.0,29.0,50.0,155.0,25.0,27.0,79.0,185.0,39.0,57.0
4633,2016,4.0,5.0,16.0,16.0,6.0,7.0,6.0,13.0,2.0,7.0
4641,2016,9.0,14.0,77.0,61.0,9.0,23.0,40.0,89.0,51.0,56.0
4644,2016,40.0,1.0,40.0,34.0,20.0,50.0,85.0,218.0,75.0,81.0
4648,2016,18.0,26.0,53.0,90.0,27.0,28.0,66.0,116.0,20.0,42.0
4650,2016,25.0,16.0,75.0,158.0,29.0,39.0,113.0,219.0,31.0,44.0
4652,2016,22.0,5.0,19.0,54.0,16.0,25.0,73.0,152.0,23.0,27.0
4653,2016,34.0,32.0,100.0,202.0,17.0,58.0,157.0,230.0,96.0,136.0
4654,2016,1.0,0.0,11.0,10.0,1.0,1.0,5.0,9.0,0.0,1.0
4657,2016,195.0,1.0,58.0,133.0,38.0,88.0,196.0,428.0,136.0,164.0
4663,2016,60.0,10.0,99.0,109.0,28.0,37.0,65.0,144.0,16.0,19.0
4667,2016,94.0,5.0,53.0,100.0,19.0,51.0,84.0,187.0,23.0,36.0
4674,2016,5.0,11.0,41.0,64.0,9.0,15.0,21.0,41.0,24.0,30.0
4677,2016,6.0,0.0,17.0,15.0,7.0,4.0,4.0,13.0,1.0,3.0
4679,2016,0.0,0.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0
4683,2016,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0
4684,2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4686,2016,70.0,28.0,77.0,204.0,39.0,93.0,163.0,318.0,112.0,162.0
4687,2016,29.0,3.0,44.0,57.0,7.0,17.0,72.0,172.0,19.0,21.0
4688,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4695,2016,86.0,9.0,75.0,146.0,30.0,106.0,132.0,359.0,192.0,250.0
4696,2016,12.0,17.0,80.0,50.0,6.0,20.0,48.0,113.0,26.0,31.0
4697,2016,10.0,1.0,38.0,37.0,10.0,24.0,17.0,56.0,5.0,10.0
4699,2016,84.0,1.0,63.0,189.0,31.0,44.0,57.0,129.0,50.0,82.0
4705,2016,26.0,5.0,50.0,67.0,14.0,21.0,30.0,80.0,44.0,62.0
4713,2016,2.0,4.0,87.0,132.0,5.0,33.0,55.0,115.0,40.0,63.0
4716,2016,9.0,2.0,27.0,14.0,9.0,16.0,8.0,24.0,4.0,6.0
4717,2016,6.0,0.0,12.0,10.0,1.0,1.0,9.0,34.0,1.0,5.0
4718,2016,6.0,22.0,50.0,84.0,5.0,8.0,26.0,54.0,17.0,38.0
4719,2016,42.0,7.0,52.0,131.0,39.0,57.0,156.0,388.0,72.0,93.0
4720,2016,57.0,7.0,99.0,160.0,35.0,50.0,108.0,292.0,73.0,102.0
4722,2016,12.0,11.0,88.0,97.0,7.0,38.0,75.0,208.0,32.0,55.0
4724,2016,6.0,0.0,7.0,17.0,4.0,6.0,9.0,28.0,7.0,9.0
4726,2016,4.0,1.0,5.0,6.0,2.0,5.0,1.0,10.0,0.0,0.0
4728,2016,1.0,16.0,62.0,79.0,7.0,19.0,35.0,66.0,14.0,22.0
4729,2016,11.0,0.0,3.0,7.0,4.0,3.0,9.0,24.0,2.0,2.0
4736,2016,173.0,14.0,61.0,141.0,44.0,101.0,190.0,439.0,158.0,189.0
4739,2016,3.0,1.0,12.0,18.0,1.0,3.0,2.0,7.0,2.0,5.0
4745,2016,22.0,2.0,35.0,44.0,22.0,19.0,35.0,75.0,8.0,11.0
4747,2016,54.0,6.0,68.0,105.0,34.0,49.0,128.0,270.0,54.0,67.0
4748,2016,86.0,0.0,64.0,62.0,33.0,32.0,57.0,135.0,16.0,24.0
4750,2016,0.0,0.0,2.0,2.0,1.0,0.0,1.0,7.0,0.0,0.0
4751,2016,5.0,5.0,14.0,20.0,9.0,8.0,25.0,74.0,3.0,4.0
4763,2016,11.0,18.0,118.0,198.0,14.0,66.0,167.0,325.0,107.0,180.0
4764,2016,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
4765,2016,63.0,17.0,93.0,228.0,27.0,45.0,151.0,349.0,36.0,52.0
4769,2016,18.0,19.0,50.0,88.0,24.0,18.0,63.0,126.0,11.0,17.0
4771,2016,125.0,6.0,75.0,89.0,32.0,51.0,110.0,253.0,54.0,90.0
4776,2016,12.0,0.0,21.0,18.0,5.0,11.0,28.0,61.0,7.0,10.0
4777,2016,11.0,1.0,6.0,9.0,0.0,9.0,8.0,22.0,5.0,10.0
4779,2016,209.0,5.0,73.0,107.0,46.0,65.0,93.0,240.0,70.0,95.0
4781,2016,47.0,1.0,79.0,116.0,41.0,48.0,178.0,412.0,102.0,119.0
4792,2016,3.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0
4793,2016,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
4795,2016,27.0,12.0,42.0,123.0,16.0,26.0,71.0,169.0,34.0,60.0
4796,2016,0.0,1.0,5.0,2.0,2.0,0.0,4.0,7.0,0.0,2.0
4797,2016,36.0,86.0,52.0,211.0,33.0,42.0,223.0,501.0,129.0,160.0
4798,2016,6.0,14.0,52.0,87.0,9.0,12.0,32.0,48.0,19.0,37.0
4802,2016,30.0,10.0,86.0,283.0,15.0,46.0,95.0,173.0,67.0,94.0
4803,2016,6.0,0.0,11.0,17.0,4.0,5.0,9.0,26.0,0.0,0.0
4829,2016,28.0,55.0,73.0,282.0,16.0,47.0,147.0,243.0,61.0,114.0
4830,2016,15.0,2.0,16.0,23.0,5.0,17.0,37.0,87.0,6.0,10.0
4831,2016,241.0,9.0,55.0,138.0,62.0,57.0,188.0,386.0,70.0,96.0
4832,2016,54.0,23.0,98.0,174.0,37.0,79.0,161.0,337.0,78.0,106.0
4833,2016,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0
4834,2016,117.0,22.0,112.0,218.0,31.0,92.0,283.0,518.0,96.0,119.0
4840,2016,61.0,8.0,73.0,155.0,29.0,42.0,129.0,293.0,37.0,41.0
4846,2016,75.0,4.0,72.0,121.0,16.0,74.0,107.0,282.0,64.0,92.0
4847,2016,26.0,37.0,96.0,131.0,7.0,52.0,57.0,126.0,12.0,21.0
4852,2016,76.0,3.0,46.0,59.0,16.0,38.0,93.0,195.0,41.0,48.0
4859,2016,1.0,0.0,6.0,3.0,0.0,2.0,5.0,14.0,1.0,2.0
4863,2016,86.0,9.0,78.0,306.0,66.0,47.0,153.0,268.0,86.0,119.0
4864,2016,119.0,1.0,45.0,68.0,29.0,71.0,191.0,424.0,121.0,149.0
4869,2016,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4870,2016,0.0,0.0,3.0,4.0,0.0,1.0,4.0,7.0,0.0,0.0
4871,2016,37.0,16.0,84.0,155.0,18.0,41.0,117.0,226.0,80.0,124.0
4873,2016,11.0,3.0,32.0,30.0,6.0,8.0,25.0,83.0,8.0,13.0
4876,2016,22.0,14.0,52.0,109.0,9.0,25.0,88.0,202.0,27.0,40.0
4877,2016,10.0,18.0,41.0,50.0,4.0,25.0,13.0,58.0,14.0,22.0
4881,2016,27.0,2.0,72.0,96.0,13.0,33.0,49.0,149.0,38.0,49.0
4882,2016,47.0,28.0,73.0,159.0,49.0,57.0,93.0,214.0,70.0,93.0
4885,2016,33.0,10.0,67.0,110.0,12.0,30.0,53.0,140.0,26.0,31.0
4886,2016,65.0,1.0,92.0,65.0,28.0,95.0,161.0,377.0,111.0,146.0
4889,2016,14.0,6.0,66.0,84.0,10.0,16.0,49.0,94.0,16.0,41.0
4891,2016,35.0,2.0,47.0,51.0,30.0,41.0,48.0,128.0,27.0,39.0
4892,2016,0.0,2.0,6.0,3.0,1.0,4.0,4.0,14.0,1.0,3.0
4906,2016,62.0,8.0,69.0,184.0,31.0,55.0,124.0,256.0,40.0,72.0
4907,2016,10.0,11.0,100.0,173.0,12.0,34.0,95.0,215.0,21.0,30.0
4909,2016,44.0,3.0,42.0,44.0,20.0,35.0,75.0,198.0,57.0,69.0
4912,2016,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
4914,2016,0.0,0.0,4.0,4.0,0.0,0.0,4.0,12.0,0.0,1.0
4920,2016,16.0,9.0,70.0,104.0,10.0,25.0,76.0,168.0,35.0,48.0
4923,2016,28.0,16.0,103.0,121.0,5.0,50.0,46.0,118.0,21.0,43.0
4926,2016,27.0,2.0,35.0,46.0,11.0,16.0,49.0,170.0,0.0,2.0
4931,2016,64.0,21.0,84.0,202.0,62.0,68.0,150.0,428.0,63.0,101.0
4937,2016,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
4938,2016,87.0,13.0,77.0,168.0,46.0,66.0,138.0,373.0,94.0,137.0
4942,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,2016,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
4952,2016,40.0,21.0,93.0,180.0,15.0,37.0,109.0,231.0,16.0,34.0
4956,2016,3.0,5.0,45.0,25.0,16.0,10.0,10.0,24.0,10.0,15.0
4961,2016,82.0,1.0,102.0,72.0,34.0,56.0,75.0,190.0,43.0,52.0
4963,2016,3.0,3.0,35.0,31.0,7.0,14.0,27.0,80.0,8.0,16.0
4967,2016,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4968,2016,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4975,2016,72.0,24.0,99.0,265.0,60.0,77.0,174.0,341.0,121.0,204.0
4976,2016,20.0,2.0,34.0,117.0,8.0,26.0,88.0,204.0,36.0,49.0
4977,2016,6.0,5.0,25.0,54.0,6.0,6.0,10.0,21.0,2.0,3.0
4978,2016,108.0,5.0,69.0,134.0,26.0,76.0,225.0,492.0,63.0,103.0
4980,2016,1.0,6.0,24.0,34.0,1.0,4.0,6.0,13.0,14.0,24.0
4981,2016,3.0,0.0,5.0,11.0,1.0,2.0,6.0,20.0,1.0,4.0
4984,2016,20.0,23.0,75.0,117.0,25.0,28.0,45.0,104.0,35.0,54.0
4987,2016,3.0,5.0,45.0,53.0,3.0,16.0,68.0,152.0,15.0,19.0
4989,2016,7.0,1.0,55.0,82.0,7.0,11.0,20.0,45.0,10.0,19.0
4990,2016,71.0,0.0,82.0,88.0,42.0,40.0,52.0,155.0,28.0,44.0
4999,2016,40.0,9.0,61.0,114.0,26.0,46.0,88.0,195.0,91.0,131.0
5000,2016,1.0,0.0,3.0,5.0,1.0,1.0,1.0,5.0,0.0,0.0
5007,2016,21.0,4.0,18.0,15.0,5.0,9.0,3.0,9.0,5.0,8.0
5013,2016,36.0,14.0,62.0,153.0,20.0,48.0,141.0,341.0,78.0,113.0
5016,2016,2.0,1.0,27.0,16.0,2.0,5.0,1.0,6.0,1.0,6.0
5017,2016,5.0,1.0,8.0,8.0,3.0,6.0,12.0,33.0,1.0,1.0
5018,2016,28.0,1.0,32.0,36.0,14.0,25.0,39.0,112.0,9.0,12.0
5022,2016,6.0,39.0,70.0,99.0,7.0,14.0,41.0,76.0,20.0,31.0
5025,2016,78.0,9.0,68.0,59.0,17.0,53.0,110.0,270.0,63.0,83.0
5027,2016,17.0,4.0,48.0,70.0,13.0,11.0,78.0,186.0,19.0,30.0
5041,2016,2.0,10.0,20.0,16.0,1.0,5.0,14.0,34.0,8.0,10.0
5043,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
5053,2016,12.0,1.0,63.0,45.0,2.0,12.0,35.0,97.0,7.0,8.0
5054,2016,100.0,3.0,68.0,109.0,30.0,53.0,84.0,221.0,45.0,61.0
5055,2016,39.0,1.0,68.0,63.0,21.0,51.0,80.0,230.0,92.0,114.0
5057,2016,13.0,8.0,65.0,163.0,11.0,42.0,65.0,165.0,72.0,94.0
5061,2016,39.0,9.0,79.0,174.0,21.0,42.0,107.0,265.0,60.0,74.0
5062,2016,6.0,5.0,28.0,81.0,4.0,26.0,87.0,175.0,17.0,21.0
5063,2016,111.0,12.0,64.0,126.0,31.0,46.0,165.0,376.0,129.0,173.0
5064,2016,22.0,39.0,83.0,200.0,10.0,66.0,112.0,206.0,50.0,101.0
5066,2016,26.0,3.0,40.0,79.0,8.0,17.0,50.0,121.0,39.0,51.0
5072,2016,3.0,0.0,5.0,5.0,1.0,3.0,0.0,13.0,0.0,1.0
5073,2016,60.0,4.0,29.0,121.0,15.0,35.0,76.0,225.0,41.0,56.0
5075,2016,3.0,3.0,13.0,28.0,1.0,4.0,9.0,22.0,7.0,12.0
5076,2016,50.0,2.0,68.0,40.0,17.0,31.0,62.0,143.0,24.0,29.0
5077,2016,12.0,4.0,19.0,18.0,7.0,6.0,14.0,28.0,10.0,27.0
5084,2016,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
5085,2016,22.0,2.0,73.0,111.0,12.0,38.0,37.0,74.0,40.0,61.0
5091,2016,28.0,6.0,97.0,136.0,7.0,43.0,72.0,141.0,35.0,56.0
5101,2016,1.0,23.0,38.0,68.0,7.0,17.0,33.0,58.0,15.0,27.0
5103,2016,48.0,19.0,62.0,214.0,18.0,56.0,233.0,438.0,136.0,171.0
5106,2016,137.0,5.0,80.0,124.0,53.0,64.0,138.0,303.0,67.0,90.0
5107,2016,25.0,1.0,32.0,63.0,9.0,28.0,44.0,84.0,42.0,50.0
5114,2016,17.0,26.0,93.0,231.0,15.0,35.0,70.0,111.0,54.0,83.0
5116,2016,1.0,0.0,5.0,4.0,4.0,2.0,2.0,5.0,0.0,0.0
5117,2016,168.0,3.0,84.0,156.0,49.0,71.0,150.0,348.0,133.0,181.0
5119,2016,11.0,21.0,39.0,59.0,12.0,7.0,20.0,52.0,10.0,15.0
5121,2016,29.0,5.0,40.0,44.0,11.0,25.0,61.0,137.0,17.0,25.0
5122,2016,58.0,2.0,44.0,78.0,10.0,51.0,107.0,272.0,42.0,61.0
5125,2016,93.0,10.0,76.0,126.0,27.0,67.0,182.0,388.0,71.0,115.0
5126,2016,3.0,0.0,4.0,1.0,1.0,7.0,1.0,5.0,0.0,1.0
5129,2016,18.0,30.0,87.0,116.0,21.0,40.0,39.0,75.0,27.0,40.0
5131,2016,6.0,1.0,6.0,3.0,3.0,4.0,11.0,20.0,3.0,6.0
5132,2016,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0
5134,2016,50.0,3.0,65.0,92.0,40.0,50.0,100.0,287.0,40.0,63.0
5135,2016,13.0,3.0,70.0,67.0,8.0,20.0,21.0,55.0,33.0,44.0
5137,2016,92.0,16.0,73.0,196.0,58.0,72.0,145.0,328.0,90.0,130.0
5138,2016,49.0,1.0,44.0,64.0,16.0,31.0,36.0,94.0,26.0,34.0
5140,2016,1.0,1.0,4.0,1.0,1.0,1.0,3.0,12.0,1.0,2.0
5144,2016,22.0,12.0,82.0,146.0,16.0,50.0,74.0,182.0,47.0,63.0
5145,2016,123.0,8.0,78.0,150.0,44.0,95.0,140.0,293.0,108.0,156.0
5146,2016,9.0,29.0,86.0,166.0,23.0,52.0,107.0,176.0,82.0,122.0
5157,2016,4.0,1.0,22.0,7.0,3.0,2.0,4.0,10.0,2.0,6.0
5159,2016,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0
5163,2016,57.0,0.0,49.0,58.0,20.0,44.0,62.0,170.0,39.0,54.0
5166,2016,37.0,17.0,88.0,168.0,20.0,31.0,111.0,256.0,80.0,122.0
5171,2016,0.0,0.0,1.0,2.0,0.0,1.0,2.0,9.0,0.0,0.0
5174,2016,71.0,0.0,60.0,109.0,33.0,75.0,202.0,482.0,92.0,117.0
5175,2016,0.0,0.0,2.0,3.0,1.0,1.0,2.0,8.0,0.0,1.0
5178,2016,27.0,3.0,45.0,40.0,19.0,42.0,39.0,84.0,28.0,45.0
5179,2016,25.0,12.0,47.0,133.0,16.0,29.0,75.0,199.0,23.0,32.0
5182,2016,19.0,1.0,24.0,31.0,11.0,19.0,5.0,20.0,5.0,12.0
